trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,AL,L1,sound_path,AFC1,AFC2,AFC3,AFC1_color,AFC2_color,AFC3_color,recognition_text,recognition_correctness,recall_AL,recall_L1,SEM_AL,variant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp.keys,key_resp.rt,recall_rt,recall_text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,rows,key_resp_10.keys,key_resp_10.rt,key_resp_3.keys,key_resp_3.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,recall_test_rt,recall_test_text,key_resp_4.keys,key_resp_4.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,key_resp_5.keys,key_resp_5.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran
,,,,,enkalu,пальма,enkalu.wav,шприц,пальма,свисток,black,green,black,enkalu = пальма?,1,pakanu,мельница,lornitu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.48021,0,4,4,4,1,,,,,,,,,,,,,,,,
,,,,,senkide,мяч,senkide.wav,мяч,гранат,терка,green,black,black,senkide = стол?,0,maviru,ремень,pentave,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.545935,0,5,5,5,1,,,,,,,,,,,,,,,,
,,,,,akastu,ведро,akastu.wav,костыль,костюм,ведро,black,black,green,akastu = ведро?,1,aderu,пистолет,panabu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.3632,0,6,6,6,1,,,,,,,,,,,,,,,,
,,,,,takuru,маяк,takuru.wav,наперсток,маяк,клубок,black,green,black,takuru = маяк?,1,larantu,веер,adiste,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.7155,0,7,7,7,1,,,,,,,,,,,,,,,,
,,,,,pakanu,мельница,pakanu.wav,мельница,аквариум,ремень,green,black,black,pakanu = мельница?,1,lornitu,микрофон,madide,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.945575,0,8,8,8,1,,,,,,,,,,,,,,,,
,,,,,beskadu,колбаса,beskadu.wav,качели,хобот,колбаса,black,black,green,beskadu = колбаса?,1,enkalu,пальма,pakanu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.438395,0,9,9,9,1,,,,,,,,,,,,,,,,
,,,,,venkere,аквариум,venkere.wav,аквариум,свисток,конверт,green,black,black,venkere = мяч?,0,abadu,костыль,invaltu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,2.18278,0,10,10,10,1,,,,,,,,,,,,,,,,
,,,,,renape,кроссворд,renape.wav,кроссворд,гвоздь,мельница,green,black,black,renape = кроссворд?,1,kanvidu,клубок,enkade,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.696255,0,11,11,11,1,,,,,,,,,,,,,,,,
,,,,,ovarde,коридор,ovarde.wav,роза,коридор,удочка,black,green,black,ovarde = коридор?,1,feranu,наперсток,nukene,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.03921,0,12,12,12,1,,,,,,,,,,,,,,,,
,,,,,nukene,колокол,nukene.wav,микрофон,колокол,веер,black,green,black,nukene = копилка?,0,enkontu,гранат,beskadu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.84613,0,13,13,13,1,,,,,,,,,,,,,,,,
,,,,,tivere,конверт,tivere.wav,мяч,компас,конверт,black,black,green,tivere = костыль?,0,erfate,самолет,renape,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.190095,0,14,14,14,1,,,,,,,,,,,,,,,,
,,,,,sevade,утюг,sevade.wav,утюг,стрела,аквариум,green,black,black,sevade = утюг?,1,tevone,копилка,favatu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.26411,0,15,15,15,1,,,,,,,,,,,,,,,,
,,,,,enkade,точилка,enkade.wav,шашлык,свисток,точилка,black,black,green,enkade = точилка?,1,takuru,маяк,larantu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.262565,0,16,16,16,1,,,,,,,,,,,,,,,,
,,,,,adiste,костюм,adiste.wav,маяк,гранат,костюм,black,black,green,adiste = хобот?,0,kaltane,стрела,sevade,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.178515,0,17,17,17,1,,,,,,,,,,,,,,,,
,,,,,madide,домино,madide.wav,стрела,колокол,домино,black,black,green,madide = флаг?,0,devinde,стол,senkide,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.046805,0,18,18,18,1,,,,,,,,,,,,,,,,
,,,,,devinde,стол,devinde.wav,компас,намордник,стол,black,black,green,devinde = костюм?,0,senkide,мяч,maviru,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.734635,0,19,19,19,1,,,,,,,,,,,,,,,,
,,,,,pentave,роза,pentave.wav,мельница,роза,коридор,black,green,black,pentave = роза?,1,pikide,намордник,mugalu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,2.628875,0,20,20,20,1,,,,,,,,,,,,,,,,
,,,,,dinrase,гвоздь,dinrase.wav,гвоздь,самолет,клубок,green,black,black,dinrase = гвоздь?,1,akastu,ведро,aderu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.483575,0,21,21,21,1,,,,,,,,,,,,,,,,
,,,,,enkontu,гранат,enkontu.wav,шашлык,удочка,гранат,black,black,green,enkontu = гранат?,1,beskadu,колбаса,enkalu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.666235,0,22,22,22,1,,,,,,,,,,,,,,,,
,,,,,feranu,наперсток,feranu.wav,маяк,коридор,наперсток,black,black,green,feranu = наперсток?,1,nukene,колокол,enkontu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.57875,0,23,23,23,1,,,,,,,,,,,,,,,,
,,,,,lornitu,микрофон,lornitu.wav,микрофон,пальма,стрела,green,black,black,lornitu = терка?,0,madide,домино,devinde,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.757335,0,24,24,24,1,,,,,,,,,,,,,,,,
,,,,,savere,шашлык,savere.wav,шашлык,копилка,стрела,green,black,black,savere = шашлык?,1,vembare,удочка,tanibu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.096645,0,25,25,25,1,,,,,,,,,,,,,,,,
,,,,,pikide,намордник,pikide.wav,намордник,мельница,домино,green,black,black,pikide = микрофон?,0,mugalu,качели,dinrase,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.25223,0,26,26,26,1,,,,,,,,,,,,,,,,
,,,,,mugalu,качели,mugalu.wav,пистолет,самолет,качели,black,black,green,mugalu = качели?,1,dinrase,гвоздь,akastu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.197895,0,27,27,27,1,,,,,,,,,,,,,,,,
,,,,,kanvidu,клубок,kanvidu.wav,компас,клубок,ведро,black,green,black,kanvidu = аквариум?,0,enkade,точилка,takuru,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.62975,0,28,28,28,1,,,,,,,,,,,,,,,,
,,,,,vembare,удочка,vembare.wav,удочка,утюг,мяч,green,black,black,vembare = удочка?,1,tanibu,хобот,trokele,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.611875,0,29,29,29,1,,,,,,,,,,,,,,,,
,,,,,maviru,ремень,maviru.wav,шашлык,маяк,ремень,black,black,green,maviru = веер?,0,pentave,роза,pikide,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.80538,0,30,30,30,1,,,,,,,,,,,,,,,,
,,,,,tevone,копилка,tevone.wav,шашлык,копилка,веер,black,green,black,tevone = клубок?,0,favatu,одуванчик,ovarde,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.912255,0,31,31,31,1,,,,,,,,,,,,,,,,
,,,,,enveku,шприц,enveku.wav,одуванчик,флаг,шприц,black,black,green,enveku = шприц?,1,venkere,аквариум,abadu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.685135,0,32,32,32,1,,,,,,,,,,,,,,,,
,,,,,larantu,веер,larantu.wav,веер,костюм,шприц,green,black,black,larantu = намордник?,0,adiste,костюм,kaltane,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.871215,0,33,33,33,1,,,,,,,,,,,,,,,,
,,,,,trokele,терка,trokele.wav,терка,домино,качели,green,black,black,trokele = ремень?,0,sulvidu,компас,enveku,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.97806,0,34,34,34,1,,,,,,,,,,,,,,,,
,,,,,favatu,одуванчик,favatu.wav,одуванчик,компас,гвоздь,green,black,black,favatu = одуванчик?,1,ovarde,коридор,feranu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.71365,0,35,35,35,1,,,,,,,,,,,,,,,,
,,,,,erfate,самолет,erfate.wav,самолет,наперсток,конверт,green,black,black,erfate = самолет?,1,renape,кроссворд,kanvidu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.71632,0,36,36,36,1,,,,,,,,,,,,,,,,
,,,,,sulvidu,компас,sulvidu.wav,клубок,костыль,компас,black,black,green,sulvidu = компас?,1,enveku,шприц,venkere,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,1.739805,0,37,37,37,1,,,,,,,,,,,,,,,,
,,,,,tanibu,хобот,tanibu.wav,точилка,роза,хобот,black,black,green,tanibu = конверт?,0,trokele,терка,sulvidu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,2.096725,0,38,38,38,1,,,,,,,,,,,,,,,,
,,,,,abadu,костыль,abadu.wav,кроссворд,пальма,костыль,black,black,green,abadu = домино?,0,invaltu,флаг,tivere,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,1.31688,0,39,39,39,1,,,,,,,,,,,,,,,,
,,,,,invaltu,флаг,invaltu.wav,ремень,флаг,стрела,black,green,black,invaltu = колокол?,0,tivere,конверт,erfate,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50622,tenove,"[""t"",""e"",""n"",""o"",""v"",""e"",""return""]","[2.477544999914244,2.695219999877736,3.2762949999887496,3.693974999943748,3.8857899999711663,4.109614999964833,4.506220000097528]",0,0,0,0,1,,,,,,,
,,,,,panabu,свисток,panabu.wav,свисток,пальма,стол,green,black,black,panabu = свисток?,1,savere,шашлык,vembare,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.293615,savere,"[""s"",""a"",""v"",""e"",""d"",""e"",""backspace"",""backspace"",""r"",""e"",""return""]","[1.949934999924153,2.1962349999230355,2.5033950000070035,2.7178299999795854,2.879465000005439,3.0178499999456108,3.643629999831319,3.783820000011474,3.86170499981381,4.010194999864325,4.2936149998568]",0,1,1,1,1,,,,,,,
,,,,,kaltane,стрела,kaltane.wav,костюм,стрела,колбаса,black,green,black,kaltane = стрела?,1,sevade,утюг,tevone,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.016635,sevade,"[""s"",""e"",""v"",""a"",""d"",""e"",""return""]","[1.3448900000657886,1.5603100000880659,1.96072500012815,2.3008350001182407,2.5147649999707937,2.6607300001196563,3.016635000007227]",0,2,2,2,1,,,,,,,
,,,,,aderu,пистолет,aderu.wav,пистолет,одуванчик,микрофон,green,black,black,aderu = пистолет?,1,panabu,свисток,savere,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.56445,liere,"[""l"",""i"",""e"",""r"",""e"",""return""]","[3.198389999801293,3.6134799998253584,3.808869999833405,4.056744999950752,4.240884999977425,4.564449999947101]",0,3,3,3,1,,,,,,,
,,,,,enkalu,пальма,enkalu.wav,шприц,пальма,свисток,black,green,black,enkalu = пальма?,1,pakanu,мельница,lornitu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.756285,palige,"[""p"",""a"",""l"",""i"",""g"",""e"",""return""]","[2.9607899999246,3.284195000072941,4.278110000072047,4.54884499986656,5.001200000056997,5.2513649999164045,5.756284999893978]",0,4,4,4,1,,,,,,,
,,,,,senkide,мяч,senkide.wav,мяч,гранат,терка,green,black,black,senkide = стол?,0,maviru,ремень,pentave,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.889585, ,"[""space"",""return""]","[2.6625299998559058,2.889584999997169]",0,5,5,5,1,,,,,,,
,,,,,akastu,ведро,akastu.wav,костыль,костюм,ведро,black,black,green,akastu = ведро?,1,aderu,пистолет,panabu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.206825,abare,"[""a"",""b"",""a"",""r"",""e"",""return""]","[1.269764999859035,3.2505850000306964,3.5349349998869,3.810109999962151,3.9432449999731034,4.206825000001118]",0,6,6,6,1,,,,,,,
,,,,,takuru,маяк,takuru.wav,наперсток,маяк,клубок,black,green,black,takuru = маяк?,1,larantu,веер,adiste,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87626,lorate,"[""l"",""o"",""r"",""a"",""t"",""e"",""return""]","[1.5791500001214445,2.195860000094399,2.7608749999199063,2.900804999982938,3.010844999924302,3.187565000029281,3.8762600000482053]",0,7,7,7,1,,,,,,,
,,,,,pakanu,мельница,pakanu.wav,мельница,аквариум,ремень,green,black,black,pakanu = мельница?,1,lornitu,микрофон,madide,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.706745,loratine,"[""l"",""o"",""r"",""a"",""t"",""i"",""n"",""e"",""return""]","[2.3773550000041723,2.5598100000061095,2.898784999968484,3.4922799998894334,3.676160000031814,3.9100999999791384,4.180144999874756,4.383059999905527,4.70674500009045]",0,8,8,8,1,,,,,,,
,,,,,beskadu,колбаса,beskadu.wav,качели,хобот,колбаса,black,black,green,beskadu = колбаса?,1,enkalu,пальма,pakanu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89676,enpalu,"[""e"",""n"",""p"",""a"",""l"",""u"",""return""]","[1.4135950000490993,2.567894999869168,3.694639999885112,3.8315600000787526,3.9304849999025464,4.64458499988541,4.8967599999159575]",0,9,9,9,1,,,,,,,
,,,,,venkere,аквариум,venkere.wav,аквариум,свисток,конверт,green,black,black,venkere = мяч?,0,abadu,костыль,invaltu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.306635,abadu,"[""a"",""b"",""a"",""d"",""u"",""return""]","[1.1606550000142306,1.784040000056848,2.192605000222102,2.4490450001321733,2.7426650000270456,3.30663500004448]",0,10,10,10,1,,,,,,,
,,,,,renape,кроссворд,renape.wav,кроссворд,гвоздь,мельница,green,black,black,renape = кроссворд?,1,kanvidu,клубок,enkade,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.693225,kavide,"[""k"",""a"",""v"",""i"",""d"",""e"",""return""]","[2.9621550000738353,3.0940749999135733,3.5969799999147654,4.2942599998787045,5.210190000012517,5.377189999911934,5.693225000053644]",0,11,11,11,1,,,,,,,
,,,,,ovarde,коридор,ovarde.wav,роза,коридор,удочка,black,green,black,ovarde = коридор?,1,feranu,наперсток,nukene,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.163765,farine,"[""f"",""a"",""r"",""i"",""n"",""e"",""return""]","[1.8489449999760836,2.0817299999762326,2.3242599999066442,2.5141399998683482,2.7840549999382347,2.917654999997467,3.1637649999465793]",0,12,12,12,1,,,,,,,
,,,,,nukene,колокол,nukene.wav,микрофон,колокол,веер,black,green,black,nukene = копилка?,0,enkontu,гранат,beskadu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.30815,enkade,"[""e"",""n"",""k"",""a"",""d"",""e"",""return""]","[1.2341000000014901,2.1957099998835474,2.479719999944791,2.6290599999483675,2.830034999875352,2.9764099998865277,3.3081499999389052]",0,13,13,13,1,,,,,,,
,,,,,tivere,конверт,tivere.wav,мяч,компас,конверт,black,black,green,tivere = костыль?,0,erfate,самолет,renape,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42478,erfate,"[""e"",""r"",""f"",""a"",""t"",""e"",""return""]","[1.333420000039041,1.5157449999824166,2.6118599998299032,2.835800000000745,2.996534999925643,3.1106999998446554,3.424780000001192]",0,14,14,14,1,,,,,,,
,,,,,sevade,утюг,sevade.wav,утюг,стрела,аквариум,green,black,black,sevade = утюг?,1,tevone,копилка,favatu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.488925,tevone,"[""t"",""e"",""v"",""o"",""b"",""backspace"",""n"",""e"",""return""]","[1.425529999891296,2.063859999878332,2.5909549999050796,2.9251149999909103,3.3110449998639524,3.8612899999134243,3.9906549998559058,4.241544999880716,4.488924999954179]",0,15,15,15,1,,,,,,,
,,,,,enkade,точилка,enkade.wav,шашлык,свисток,точилка,black,black,green,enkade = точилка?,1,takuru,маяк,larantu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.168005,tokaru,"[""t"",""o"",""k"",""a"",""r"",""u"",""return""]","[2.3108699999284,2.6932000000961125,3.2329400000162423,3.3471649999264628,3.596959999995306,3.7598699999507517,4.168005000101402]",0,16,16,16,1,,,,,,,
,,,,,adiste,костюм,adiste.wav,маяк,гранат,костюм,black,black,green,adiste = хобот?,0,kaltane,стрела,sevade,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30606,kavite,"[""k"",""a"",""v"",""i"",""t"",""e"",""return""]","[1.6450049998238683,1.8291749998461455,2.4637999997939914,2.8432849999517202,3.4600299999583513,3.892549999989569,4.306059999857098]",0,17,17,17,1,,,,,,,
,,,,,madide,домино,madide.wav,стрела,колокол,домино,black,black,green,madide = флаг?,0,devinde,стол,senkide,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97722,devence,"[""d"",""e"",""v"",""e"",""n"",""c"",""e"",""return""]","[1.3006099998019636,1.4610999999567866,1.7845799999777228,2.0501899998635054,2.4209149999078363,2.543794999830425,2.6781649999320507,2.9772200000006706]",0,18,18,18,1,,,,,,,
,,,,,devinde,стол,devinde.wav,компас,намордник,стол,black,black,green,devinde = костюм?,0,senkide,мяч,maviru,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.524855,vakide,"[""v"",""a"",""k"",""i"",""d"",""e"",""return""]","[1.7968049999326468,2.0515749999321997,2.470454999944195,2.6948799998499453,2.933195000048727,3.054215000011027,3.5248549999669194]",0,19,19,19,1,,,,,,,
,,,,,pentave,роза,pentave.wav,мельница,роза,коридор,black,green,black,pentave = роза?,1,pikide,намордник,mugalu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.142465,pikadu,"[""p"",""i"",""k"",""a"",""d"",""u"",""return""]","[1.7609049999155104,2.080640000058338,2.2642949998844415,3.1811349999625236,3.5104799999389797,3.7281599999405444,4.142465000040829]",0,20,20,20,1,,,,,,,
,,,,,dinrase,гвоздь,dinrase.wav,гвоздь,самолет,клубок,green,black,black,dinrase = гвоздь?,1,akastu,ведро,aderu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.907515, ,"[""space"",""return""]","[1.7350649998988956,1.9075150000862777]",0,21,21,21,1,,,,,,,
